,name,rating,num_reviewers,type,lat,long
1113,RECAP COFFEE,5.0,14,Coffee shop,-5.1468713,119.4240341
1114,Djournal Coffee - Trans Studio Makassar,4.9,371,Coffee shop,-5.1592092,119.3942765
1115,Kedai Kopi 147,4.6,57,Coffee shop,-5.1581635,119.4170083
1116,Target Coffee Bar And Kitchen,4.5,176,Coffee shop,-5.149921,119.4347572
1117,Warung Kopi Phoenam Ratulangi,4.4,293,Coffee shop,-5.1576569,119.416314
1118,Kopi Nyonya,4.8,40,Coffee shop,-5.1570866,119.4237189
1119,KEDAI KOPI GUNSSING,4.8,17,Coffee shop,-5.1377978,119.4211024
1120,Kedai 168 Makassar,4.5,275,Coffee shop,-5.1610646,119.4532471
1121,The Lokal Makassar,4.3,186,Coffee shop,-5.1499123,119.4196565
1122,Canteng Mok,4.7,62,Coffee shop,-5.148703,119.419942
1123,Ara Kopi,4.8,19,Cafe,-5.1465759,119.4244527
1124,Kopi titik senja,4.9,27,Coffee shop,-5.1519449,119.4106056
1125,KOPITIAM MAKASSAR - AMANAGAPPA,4.7,158,Indonesian,-5.1371378,119.4109717
1126,Jae Coffee Social Space,4.8,74,Coffee shop,-5.1629954,119.4220192
1127,Eksposed 1.0 Coffee & Eatery,4.5,323,Coffee shop,-5.1581185,119.4177902
1128,WIRSKOPI 2.0,4.5,180,Coffee shop,-5.1602154,119.4185717
1129,Fifteen Coffee and Eatery,4.8,31,Cafe,-5.1634897,119.4158522
1130,Warung Kopi Permata,4.5,182,Coffee shop,-5.1608844,119.4222215
1131,Senara Coffee & Kitchen,4.7,44,Art cafe,-5.1558253,119.4189676
1132,POJI KOPI,5.0,47,Coffee shop,-5.1634398,119.4204222
1133,Nine Kopitiam,4.4,74,Coffee shop,-5.1667663,119.4119919
1134,dari kopi,4.4,112,Coffee shop,-5.1639458,119.4160058
1135,Rumah Kopi Maraja,4.5,60,Coffee shop,-5.1571504,119.423397
1136,TEMU KOPI SERIGALA,4.6,31,Coffee shop,-5.161326,119.420921
1137,ATAP HIJAU MAKASSAR,4.8,35,Coffee shop,-5.1601749,119.4192755
1138,Maudykopi serigala,4.5,24,Coffee shop,-5.1613431,119.4209742
1139,My Kopi O! Ratu Indah Mall,4.4,257,Coffee shop,-5.1532589,119.417407
1140,Garasi Cafe & Resto,4.5,98,Cafe,-5.1534719,119.4200286
1141,12 am coffee time,5.0,30,Coffee shop,-5.1683299,119.4333578
1142,"Fore Coffee - Mall Ratu Indah, Makassar",3.9,67,Coffee shop,-5.1534993,119.4174744
1143,KOPI MERDEKA,5.0,2,Coffee shop,-5.1609991,119.4210578
1144,Kopikost Andi Djemma,4.5,43,Coffee shop,-5.1631856,119.4219835
1145,Kopi Geak,4.9,40,Coffee shop,-5.158244,119.4201356
1146,Reussi Coffee,5.0,20,Coffee shop,-5.1603732,119.4200991
1147,Storiamo,5.0,13,Coffee shop,-5.1605784,119.419962
1148,Warkop Sija Beruang,4.6,479,Coffee shop,-5.159091,119.4196594
1149,KEDAIKOPI 69,4.5,32,Coffee shop,-5.1570392,119.4196231
1150,RAMU SPACE COFFEE & DONUT,4.0,46,Art cafe,-5.1642002,119.4191845
1151,Warkop Dg. Udjang,4.6,68,Coffee shop,-5.1571932,119.4206991
1152,Warkop 52,4.7,438,Coffee shop,-5.1567647,119.4186954
1153,Rums Cafe,4.9,21,Coffee shop,-5.157342,119.4205814
1154,Cafe 45,4.6,19,Coffee shop,-5.1580682,119.4177932
1155,Kedai Kopi Karyo,5.0,9,Coffee shop,-5.158295,119.4182444
1156,SUDUT KOPI,5.0,1,Coffee shop,-5.1537039,119.4183752
1157,Kedai Kopi Lakuna,5.0,3,Coffee shop,-5.1614595,119.4209386
1158,KOPI JAIM,5.0,1,Coffee store,-5.1560204,119.4216924
1159,Seruput Rempah,4.7,174,Coffee shop,-5.1601683,119.4192762
1160,Nolimit Coffee Tupai,4.9,15,Coffee shop,-5.1611446,119.4202559
1161,Kopi Karyo,5.0,12,Coffee shop,-5.1593836,119.4185405
1162,TOKO KOPI XAKA,5.0,4,Coffee shop,-5.1723772,119.4111771
1163,Chatime,4.9,425,Coffee shop,-5.1526071,119.4177533
1164,X6 Kedai Kopi Oma Rica,4.9,32,Manado restaurant,-5.1521473,119.4208845
1166,kopistory,5.0,1,Coffee shop,-5.1627622,119.4217271
1167,OSKY Coffee & Co. Makassar,5.0,1,Cafe,-5.1627681,119.4216
1168,Kedai Kita,4.4,441,Coffee shop,-5.1623345,119.4200603
1169,Starbucks,4.5,819,Coffee shop,-5.1537557,119.416714
1170,Microlab coffee,5.0,25,Coffee shop,-5.1580112,119.4198227
1171,Kopi Titik Senja Cendrawasih,0.0,0,Coffee shop,-5.1676078,119.4115235
1172,Excelso,4.5,43,Coffee shop,-5.1531734,119.4173528
1173,Makop Indonesia,5.0,3,Coffee shop,-5.1613291,119.4209568
1174,Daily Coffee 2.0,5.0,6,Coffee shop,-5.1620175,119.4185837
1175,Kopi SOS,5.0,4,Coffee shop,-5.1563223,119.4201416
1176,KOHI Coffee,5.0,6,Cafe,-5.159238,119.4186082
1177,Coffee Toffee,4.2,17,Coffee shop,-5.15318,119.4173729
1178,March Coffee,4.6,21,Coffee shop,-5.160463,119.4193739
1179,Teras Kopi,5.0,1,Coffee shop,-5.1633134,119.417987
1180,ADNAN COFFEE,5.0,1,Coffee shop,-5.1565018,119.417522
1181,Warkop Dottoro 75,4.5,99,Coffee shop,-5.1607465,119.4219545
1182,Takkala Kopi,5.0,1,Coffee shop,-5.155336,119.4164442
1183,Debar Kopi,5.0,5,Coffee shop,-5.1659349,119.4194826
1184,KML Coffee,5.0,4,Coffee shop,-5.1585565,119.4187427
1185,Warung kopi dan makan 77,4.8,5,Coffee shop,-5.1549263,119.418498
1186,merchant gara gara coffee,0.0,0,Espresso bar,-5.155136,119.416647
1187,Warkop Daeng Uki,4.8,82,Coffee shop,-5.1598433,119.4192908
1188,Kedai Kopi #CoffeeLounge,3.6,5,Coffee shop,-5.1552352,119.4161105
1189,Kopi Kuno,4.9,12,Restaurant,-5.1618538,119.4199741
1190,left.,5.0,3,Coffee shop,-5.1634635,119.4203304
1191,Kopi Kita Serigala,5.0,1,Coffee shop,-5.1610656,119.4210544
1192,Moko Kopi,5.0,2,Coffee shop,-5.1595015,119.4185437
1193,Warkop 83S,5.0,14,Coffee shop,-5.1646281,119.4206025
1194,warkop pojok t11,4.5,73,Cafe,-5.1572834,119.4210319
1195,Anekapisangdaeng Cab.Beruang,5.0,3,Coffee shop,-5.1568605,119.4199836
1196,Warkop 383,4.9,30,Coffee shop,-5.1650929,119.4208479
1197,cushy prime,4.6,173,Cafe,-5.1585223,119.4184332
1198,Sudut Kopi Bang Amran,5.0,4,Coffee shop,-5.1521741,119.4226772
1199,Delicate Society,4.5,560,Cafe,-5.1604722,119.4209978
1200,PONDOK IDAMAN9,5.0,8,Coffee shop,-5.156323,119.4201448
1201,kopikir saya nda capek,0.0,0,Coffee shop,-5.1668904,119.412366
1202,Warkop Serigala,4.4,31,Coffee shop,-5.1603797,119.4210174
1204,Lobi kopi,4.9,21,Coffee shop,-5.1666506,119.4945804
1205,Mangala coffe,4.4,263,Coffee shop,-2.79818,115.455429
1206,Teteskopi,4.6,107,Coffee shop,-5.1500756,119.4753722
1207,Wam’s Coffee,4.9,43,Coffee shop,-5.1657571,119.4664693
1209,Hop.in Coffee,4.8,39,Coffee shop,-5.1596898,119.4594282
1211,Sumber Djaya Coffee,4.8,12,Coffee shop,-5.1714881,119.4642703
1212,LABN COFFEE,4.8,19,Coffee shop,-5.1758588,119.4774251
1213,Kedai Kopi Enteng,4.4,36,Coffee shop,-5.1701372,119.4983191
1214,warkop manggala,4.5,113,Coffee shop,-5.1678384,119.4969281
1215,Coffee Camp,4.8,12,Coffee shop,-5.168373,119.4797297
1216,Interferon Class Cafe,4.8,38,Coffee shop,-5.1503811,119.4703415
1217,Sensey Coffee,4.7,100,Coffee shop,-5.17197,119.4799287
1218,CAFE DOMINO MAKASSAR,4.8,61,Coffee shop,-5.1511068,119.4769739
1219,Coffeeteria,4.6,34,Cafe,-5.1647113,119.496362
1220,LAPAK KOPI MAKASSAR,4.8,39,Cafe,-5.1506695,119.4726529
1221,Zeeya Coffee,4.7,52,Coffee shop,-5.1569465,119.4809312
1222,TEMU KOPI TODDOPULI,4.8,63,Coffee shop,-5.1652692,119.4591234
1223,LaRussa Cafe,4.6,53,Coffee shop,-5.1665287,119.4534406
1224,Toko Kopi Rakyat,4.8,28,Coffee shop,-5.1759297,119.477525
1225,Coffeeinheima,5.0,22,Coffee shop,-5.1654495,119.4578772
1226,Broome Coffee,5.0,15,Coffee shop,-5.1707248,119.4793304
1227,NIPA KOPI,4.5,26,Cafe,-5.1620977,119.4991281
1228,Tentang Kita coklat manggala,5.0,2,Coffee shop,-5.167817,119.4913398
1230,URBAE COFFEE - Antang Raya,4.8,6,Coffee shop,-5.1621861,119.4763529
1231,Kungai Coffee,5.0,18,Coffee shop,-5.1638509,119.474018
1232,Lemena Kopi,4.5,32,Coffee shop,-5.1490714,119.4733178
1233,Komi Kopi,5.0,31,Coffee shop,-5.1630313,119.4547721
1234,Ruang Kopi,4.9,33,Cafe,-5.1689668,119.4896895
1235,Warung Kopi OGI,4.2,614,Coffee shop,-5.1498394,119.4647674
1237,Kopi Aka,4.6,28,Coffee shop,-5.1573727,119.4585298
1238,Kedai Kopi Panacea,4.8,18,Coffee shop,-5.1560326,119.4587416
1239,T4 Minum Kopi LaFeGa,4.5,19,Coffee shop,-5.1542105,119.4588282
1240,Marami Coffee,4.2,110,Coffee shop,-5.160062,119.4766171
1242,Kedai kopi waduk 99,4.6,18,Coffee shop,-5.1661613,119.4746185
1243,TEMAN LAWAS COFFEE HOUSE,4.8,30,Cafe,-5.1639025,119.4550612
1244,Coffee AJB,4.8,39,Cafe,-5.1675801,119.4892065
1245,Calaveras Kopi,4.6,14,Coffee shop,-5.1499274,119.4701382
1246,Warkop Waduk,4.6,338,Coffee shop,-5.1681226,119.4694877
1247,Cafe Kopi Tiga,4.9,18,Cafe,-5.1639596,119.4524516
1248,REDcarpet coffee,5.0,13,Coffee shop,-5.1638371,119.4554166
1249,Kopi Mei,4.8,4,Coffee shop,-5.1612081,119.4773667
1250,Pertigaan.kopi,4.3,10,Coffee shop,-5.1627513,119.4563541
1251,Kopi Kenangan - Ruko Tamangapa Makassar,4.0,88,Coffee shop,-5.1706042,119.4799655
1252,Point Coffee,4.5,71,Coffee shop,-5.1511731,119.4604928
1253,MANNA CAFE,4.8,100,Coffee shop,-5.17833,119.44258
1254,Coffee Aroma Doloe,5.0,4,Cafe,-5.1499413,119.464381
1255,Rumah Waduk,4.7,80,Coffee shop,-5.172578,119.470215
1256,BARCOFFEE,4.6,91,Coffee shop,-5.1668646,119.463396
1257,Kopi Justitia,5.0,13,Coffee shop,-5.1507545,119.4767043
1259,Kopi Mei,4.9,7,Restaurant,-5.1686915,119.4988419
1260,WARKOP GOODGAME,4.8,65,Coffee shop,-5.1686945,119.4917615
1261,Cirkel Coffee,5.0,3,Coffee shop,-5.1536651,119.4776273
1264,MARBO Food & Drink,5.0,7,Coffee shop,-5.1642651,119.4564882
1265,"""ROTO"" Kopi Original Toraja",5.0,1,Coffee shop,-5.1724113,119.4836264
1266,Kopi Puri,4.7,22,Cafe,-5.1676711,119.4650487
1267,MANNERS COFFEE AND SOCIETY,4.9,76,Coffee shop,-5.1785402,119.4707236
1268,KEDAI KOPI KONA,4.5,2,Coffee shop,-5.1679557,119.4927655
1269,Es buah dan sob buah - Manggala,5.0,4,Coffee shop,-5.1663421,119.461142
1270,NAF.SPACE,4.4,27,Coffee shop,-5.1495929,119.4741222
1271,Anabanua Coffee,4.7,195,Cafe,-5.1654983,119.4713548
1272,Teras Kopi,4.8,5,Cafe,-5.1689734,119.472614
1273,Just coffee,5.0,2,Coffee shop,-5.1669539,119.4538851
1274,Manna Efabul Coffee and Pastry,0.0,0,Coffee shop,-5.175473,119.4704903
1275,WARKOP DOSE,4.6,103,Coffee shop,-5.1630973,119.4539688
1276,Terminal Kopi Pakem,4.0,4,Coffee shop,-5.1642903,119.4516121
1277,Kedai kopi all,4.5,10,Coffee shop,-5.1650878,119.4545994
1278,Kanopi Kopi,5.0,4,Coffee shop,-5.1671368,119.4779086
1279,Kopi Dilema,3.3,3,Cafe,-5.1774545,119.4731173
1280,Coffee Shop Incho,4.9,7,Coffee shop,-5.1610862,119.4768872
1281,Kopi rakyat,5.0,1,Coffee shop,-5.1718172,119.4706187
1282,Kopi king - Batua raya,5.0,1,Coffee shop,-5.152956,119.4591613
1283,Jurnal Warung Kopi Jl. Kabila Barat No.19,5.0,2,Cafe,-5.155169,119.4865414
1284,Kopi Arua,5.0,1,Coffee shop,-5.1622196,119.4764096
1285,GADDE CEMILAN ZIDAN,5.0,3,Coffee shop,-5.1523217,119.4700192
1286,Ambeso Coffee Shop,4.6,219,Coffee shop,-5.1651493,119.4545626
1287,Shelter Mula Kopi,4.7,3,Coffee shop,-5.170149,119.4713392
1288,Tongkonan Coffee Roasters,4.8,18,Coffee shop,-5.1606998,119.4640094
1290,Kopi Kita,5.0,3,Cafe,-5.163818,119.4553941
1291,Warung Kopi Tower,4.4,114,Coffee shop,-5.1566942,119.4839186
1292,"KOPI DISKUSI ""Ada Diskusi Ada Kopi""",5.0,2,Coffee shop,-5.1626894,119.4557195
1293,Syarat Kopi,5.0,4,Cafe,-5.1624285,119.4574918
1294,KOPI SINI,5.0,4,Coffee shop,-5.1703547,119.4799357
1295,Tongkonan - Rumah Kopi Sulawesi,5.0,3,Coffee shop,-5.1612087,119.4650988
1298,Kopi Padu Rasa - Antang,0.0,0,Coffee shop,-5.1608382,119.4770845
1299,Like Coffee,5.0,2,Coffee shop,-5.1644472,119.4564589
1300,Kopi Todaa,4.3,3,Coffee stand,-5.152224,119.4666265
1301,Kopi king,5.0,7,Coffee shop,-5.1798317,119.4798684
1302,Kopi O'mahan,4.2,5,Restaurant,-5.1661253,119.4525415
1303,Doomsy KoPi,4.7,3,Coffee shop,-5.1696916,119.4794717
1304,Malea cafe,5.0,3,Cafe,-5.1538374,119.4753533
1305,Derek Coffee Shop,5.0,2,Coffee shop,-5.1744859,119.4784163
1306,FREZZ KOPI,5.0,1,Coffee shop,-5.161264,119.4615512
1307,Kubu Kopi,5.0,8,Coffee shop,-5.164136,119.456199
1308,Warkop Siruntu,4.8,58,Cafe,-5.1496655,119.4731868
1309,Kopi Noka Antang,1.0,1,Coffee shop,-5.1647996,119.4769579
1310,Warkop sija Manggala,0.0,0,Coffee shop,-5.1523762,119.4777911
1311,Kopi Sambar,5.0,2,Coffee stand,-5.1543628,119.4791927
1312,KOPI SINAR DJAYA,5.0,1,Coffee shop,-5.1645323,119.476203
1313,Kopi Sebatas temu,4.8,5,Coffee shop,-5.173763,119.4802789
1314,As kopi 26,5.0,1,Coffee shop,-5.1683496,119.4664036
1315,Manggala Resto & Cafe,5.0,5,Restaurant,-6.2072828,106.7997567
1316,Warkop Baruga,4.2,288,Coffee shop,-5.1574207,119.4851855
1317,Caffeine Coffee,4.4,21,Cafe,-5.1640379,119.4524648
1318,Kedai Kopi & Roti Canai Borneo,3.3,3,Coffee shop,-5.1576903,119.4870864
1319,Warkop Azzahrah - Tamangapa,4.6,7,Coffee shop,-5.1712742,119.4795904
1320,Kopi Sejoli,5.0,2,Cafe,-5.1595543,119.4612056
1321,Space Garage,5.0,20,Cafe,-5.1506324,119.4675535
1322,Warkop KEKO,5.0,4,Coffee shop,-5.1578962,119.4646127
1323,Sudut Senang,5.0,21,Coffee shop,-5.1508816,119.4133372
1324,Nurimo Coffee & Eatery,4.4,59,Cafe,-5.1604009,119.4093783
1325,Notion coffee,4.8,35,Coffee shop,-5.1641082,119.4124399
1326,Niels Cafe Mappanyuki,4.8,304,Coffee shop,-5.153496,119.4149126
1327,Janji Jiwa & Jiwa Toast CPI,4.6,266,Coffee shop,-5.1494015,119.3981171
1328,Haloman Coffee,4.5,95,Cafe,-5.1605229,119.4113382
1329,District 27 Coffee,4.5,104,Cafe,-5.1510356,119.4147544
1330,TOKO KOPI RAMOEH,4.9,14,Coffee shop,-5.1573004,119.4092702
1331,Kopi Cendrawasih,4.5,20,Coffee shop,-5.1624729,119.412735
1332,Taobun,4.4,361,Coffee shop,-5.1606053,119.4088329
1333,Kopi TAWA,4.6,40,Coffee shop,-5.1589024,119.4166774
1334,es kopi seroja,5.0,6,Coffee shop,-5.1576648,119.4071479
1335,Warkop HB,4.6,72,Coffee shop,-5.1487237,119.4126692
1336,KOPI KALCER GO,5.0,1,Coffee shop,-5.1650195,119.4079294
1337,Soare Coffee and Eatery,5.0,5,Coffee shop,-5.1652669,119.4121926
1338,Warkoo Daeng Sija,5.0,1,Coffee shop,-5.161769,119.408791
1339,Kopi Sena,4.4,50,Cafe,-5.1603025,119.4169654
1340,Uwest,3.9,124,Coffee shop,-5.158916,119.4116477
1341,D'Coffee,5.0,3,Coffee shop,-5.1513221,119.4103394
1342,Kopi Ogud Flagship Ratulangi,4.7,67,Coffee store,-5.1569747,119.416378
1343,Goffee CPI,4.4,39,Coffee shop,-5.1493246,119.3981145
1344,SOFE.Coffee,0.0,0,Coffee shop,-5.155433,119.4149511
1345,SKI Coffee,5.0,12,Coffee shop,-5.150939,119.4100093
1346,Rekan Kerja,4.6,18,Coffee shop,-5.1603203,119.4096975
1347,Kopi alif,5.0,5,Cafe,-5.1635867,119.4082077
1348,Kedai Kopi Matahari,4.6,73,Coffee shop,-5.1625725,119.4080581
1349,Warkop Mappanyukki,4.5,265,Coffee shop,-5.1499645,119.4144502
1350,GARASI KOPI,4.6,44,Coffee shop,-5.1501414,119.4098541
1351,PENANG COFFEE 2.0,4.9,9,Coffee shop,-5.1590818,119.4167116
1352,Kopi Mario,4.8,6,Cafe,-5.1573066,119.4158808
1353,QAP COFFEE,4.5,4,Coffee shop,-5.1613653,119.4093644
1354,Janji Jiwa Jilid 934 Cenderawasih,4.6,76,Coffee shop,-5.1634874,119.4125755
1355,Crematology X Makassar,4.5,58,Coffee shop,-5.1521777,119.4041426
1356,kopi tiam oey makassar,5.0,2,Coffee shop,-5.1530809,119.4085051
1357,Warkop Anugrah,4.2,93,Coffee shop,-5.1611591,119.4125398
1358,Kedai R99,5.0,8,Coffee shop,-5.1631445,119.4129361
1359,Aroma mangasa,5.0,11,Coffee shop,-5.1601052,119.4133664
1360,Bangi Cafe Sunset CPI,4.2,362,Coffee shop,-5.1498068,119.3940483
1361,Warung Koffie Batavia,4.1,120,Coffee shop,-5.1526314,119.4037871
1362,Mavia 1.0,5.0,1,Coffee shop,-5.1592994,119.4106655
1363,Noon Tea Bar Makassar,4.4,89,Coffee shop,-5.1510119,119.4045009
1364,Daun Coffee & Billiard,4.0,178,Coffee shop,-5.1603393,119.4110381
1365,Warkop 23,4.5,82,Coffee shop,-5.1501818,119.4150433
1366,Warkop Sinar Wahyu,4.7,72,Coffee shop,-5.158596,119.413485
1367,Joy Coffee,5.0,3,Coffee shop,-5.1559508,119.4089754
1368,kopi tiao,5.0,2,Cafe,-5.1569061,119.4104199
1369,Balla Kopi Jier,4.9,9,Coffee shop,-5.1558437,119.4108111
1370,Warkop Garage,4.7,92,Cafe,-5.1608427,119.4095062
1371,Kopi Ogud Pettarani,4.7,88,Coffee shop,-5.1683028,119.4337772
1372,Warkop Orange,4.5,328,Coffee shop,-5.1570301,119.4151507
1373,Bhumi Cafe,4.3,10,Coffee shop,-5.158374,119.4111377
1374,Mie Naga Dahlia,4.5,37,Coffee shop,-5.1604658,119.4079629
1375,Warkop 99,4.8,31,Coffee shop,-5.1609465,119.4135366
1376,PUBLIC COFFEE & SPACE,4.9,61,Cafe,-5.165866,119.4102871
1377,HANA CAFE,5.0,5,Coffee shop,-5.1578216,119.4103473
1378,Coffee House Onhe,5.0,1,Coffee shop,-5.14915,119.412875
1379,KEDAI KOPI SERAMA TURATEA,5.0,4,Coffee shop,-5.1565455,119.4102114
1380,Kopi Seduhu,0.0,0,Coffee store,-5.162441,119.4067995
1381,Uptown Urban coffee And Resto,4.4,12,Restaurant,-5.159532,119.4134361
1382,WARKOP ICAL OM ICAL,4.7,15,Coffee shop,-5.1570616,119.4103877
1383,Damgo Cafe and Coffee Shop,4.4,270,Cafe,-5.1522397,119.4148123
1384,Warung Kopi Jadul,5.0,1,Coffee shop,-5.1499687,119.4150879
1385,Kopi Toraja Mobile,3.7,3,Coffee shop,-5.1604735,119.4135996
1386,Cafe Zulkha Studio,5.0,1,Coffee shop,-5.1602661,119.407961
1387,Mec English Coffee,4.2,59,Cafe,-5.1563561,119.4147214
1388,Kedap kedai,4.2,6,Coffee shop,-5.1548392,119.4149797
1389,Teh Kopi,5.0,4,Coffee shop,-5.1501608,119.4147022
1390,Bampers Coffee,4.3,10,Cafe,-5.1595499,119.410318
1391,Aer Coffee,5.0,4,Coffee shop,-5.1635114,119.4128487
1392,Kedai Kopi Ali,5.0,2,Coffee shop,-5.163947,119.4097701
1393,Radical Coffee,0.0,0,Coffee shop,-5.1580153,119.4129787
1394,KEDAI OH KOPIJOKKA CABANG MERAK,0.0,0,Coffee shop,-5.1595615,119.4106059
1395,WARKOP PILAR,4.5,13,Coffee shop,-5.1583688,119.4117879
1396,Daico,0.0,0,Coffee shop,-5.1591876,119.4076464
1397,Kedai Kopi Rezky,4.0,1,Coffee shop,-5.163177,119.4079153
1398,Kedai Kopi La Dokka,4.5,2,Coffee shop,-5.161864,119.4047926
1399,Kopi lounge,0.0,0,Coffee shop,-5.1606236,119.4079587
1400,Kedai Coffee F99,0.0,0,Coffee shop,-5.1605099,119.4096684
1401,Warkop Pelangi,4.5,21,Coffee shop,-5.1533907,119.4133524
1402,Warkop Max Zone,4.6,9,Coffee shop,-5.155844,119.410836
1403,RockTea Cendrawasih,0.0,0,Coffee shop,-5.1491092,119.4131147
1404,Frozenmart Frozenfood x Warkop Kakatua,4.6,24,Coffee shop,-5.161268,119.412101
1405,Kopi Kalosi,5.0,1,Coffee shop,-5.1496323,119.4129103
1406,Street Kopi,5.0,1,Coffee shop,-5.1519218,119.4106009
1407,Kopi Doeloe Cafe,5.0,10,Cafe,-5.1613653,119.4093644
1408,Eko Warkop21,4.8,4,Cafe,-5.1695136,119.4066067
1409,Warkop Baji Minasa,5.0,2,Coffee shop,-5.1667584,119.4084149
1410,Bangi Kopi Phinisi Point Mall,4.2,13,Restaurant,-5.1521175,119.4041805
1411,Cafe Enak Makassar,0.0,0,Coffee shop,-5.1569713,119.4163266
1412,UNO COFFEE,5.0,1,Cafe,-5.1485734,119.4146029
1413,Warkop Exel,4.3,4,Coffee shop,-5.161119,119.4126742
1414,Kedai TOP MagiQ - Makan & NgopiQ,4.6,33,Restaurant,-5.1519953,119.4133572
1415,Coffee MIU,5.0,7,Coffee shop,-5.1613309,119.4163882
1416,ROCK coffee by : R.Co,4.1,8,Cafe,-5.1622906,119.4099989
1418,Warung Kopi Ina,4.0,2,Coffee shop,-5.154064,119.413445
1419,Warkop Automotive Care,4.2,51,Coffee shop,-5.161186,119.41385
1420,Warkop Bahagia,4.2,33,Cafe,-5.1582806,119.4136575
1421,Kopi Kenangan - Phinisi Point Makassar,3.8,20,Coffee shop,-5.1522922,119.4042199
1422,Heavan With You,4.6,436,Cafe,-5.1614779,119.4115125
1423,Biz Coffee,0.0,0,Coffee shop,-5.1595148,119.4134524
1424,The Julu Ati Coffee & Garden,0.0,0,Coffee shop,-5.1635017,119.4067696
1425,Kedai zahra (coffee & tea,5.0,3,Cafe,-5.1622906,119.4099989
1426,Teras Ai,0.0,0,Coffee shop,-5.1636234,119.4088176
