nama,rating,jumlah_reviewer,tipe,lat,long,alamat,kelurahan,kecamatan,kota
Coffe Alba,5.0,5,Coffee shop,-5.1283881,119.4184192,"Toko Sinar Makmur, 7, Jalan Lamputang, Bontoala Parang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Bontoala Parang,Bontoala,Makassar
Warkop Nur Tinumbu,4.5,129,Coffee shop,-5.1245818,119.4200764,"Jalan Tinumbu, Bunga Ejaya, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Bunga Ejaya,Bontoala,Makassar
Everest Coffeshop,0.0,0,Coffee shop,-5.122681,119.4206491,"Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Layang,Bontoala,Makassar
Kopitoa,4.5,2,Coffee shop,-5.1502823,119.4189574,"Jalan Pelanduk, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Maricaya,Makassar,Makassar
Warkop Callysta,4.4,113,Coffee shop,-5.1241949,119.4200679,"Jalan Tinumbu, Bunga Ejaya, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Bunga Ejaya,Bontoala,Makassar
KOPI TUP’AI,4.8,12,Coffee shop,-5.1612897,119.419875,"Jalan Tupai, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
WARKOP 167,4.9,21,Coffee shop,-5.1246719,119.420124,"Jalan Tinumbu, Bunga Ejaya, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Bunga Ejaya,Bontoala,Makassar
Aroma cotto Makassar Dg Sitaba,4.0,1,Coffee shop,-5.1351226,119.4177516,"Jalan Sungai Cerekang, Gaddong, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90115, Indonesia",Gaddong,Bontoala,Makassar
LET'S MI COFFEE,5.0,4,Coffee shop,-5.1264853,119.4193052,"Jalan Bandang, Bontoala Tua, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Bontoala Tua,Bontoala,Makassar
Kedai Kopi StarBox,5.0,3,Coffee shop,-5.1324303,119.4248721,"Jalan Terong, Wajo Baru, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90151, Indonesia",Wajo Baru,Bontoala,Makassar
WARKOP BABBA,4.4,185,Coffee shop,-5.1221033,119.419418,"Jalan Ujung, Parang Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Parang Layang,Bontoala,Makassar
Kopi A'L,5.0,1,Coffee shop,-5.1241848,119.4197397,"Jalan Bandang IV, Parang Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Parang Layang,Bontoala,Makassar
Kopi Pejalan,5.0,4,Coffee stand,-5.1606694,119.4358882,"Teraskita Hotel, Jalan Andi Pangeran Pettarani, Cilallang, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
Warung 76,4.3,50,Coffee shop,-5.1319674,119.416915,"Gaddong, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Gaddong,Bontoala,Makassar
RATU SOTANG,5.0,1,Coffee shop,-5.1311409,119.4239164,"Jalan Kandea Raya, Baraya, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90151, Indonesia",Baraya,Bontoala,Makassar
Kopi naqi,5.0,3,Coffee shop,-5.1188656,119.4216945,"Jalan Sibula Dalam, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Layang,Bontoala,Makassar
Warung Kopi New Om San,4.8,5,Coffee shop,-5.125214,119.420221,"Jalan Tinumbu, Bunga Ejaya, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Bunga Ejaya,Bontoala,Makassar
Warkop 122,4.7,120,Coffee shop,-5.1225588,119.4200339,"Jalan Tinumbu, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Layang,Bontoala,Makassar
Kedai kopi kita makassar,5.0,3,Cafe,-5.1275788,119.4206072,"Jalan Lamuru, Bontoala Tua, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Bontoala Tua,Bontoala,Makassar
Kedai Kopi Tiga Dara,4.6,7,Coffee shop,-5.1317406,119.4235208,"Jalan Lobak, Wajo Baru, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90153, Indonesia",Wajo Baru,Bontoala,Makassar
ZWarkop,5.0,3,Coffee shop,-5.1260714,119.4192168,"Jalan Bandang, Parang Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Parang Layang,Bontoala,Makassar
KOPI OG,5.0,2,Coffee shop,-5.1321325,119.4273338,"Jalan Sunu, Timungan Lompoa, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90151, Indonesia",Timungan Lompoa,Bontoala,Makassar
Warkop Akar Te'ne,4.7,48,Cafe,-5.1211559,119.4208715,"Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Layang,Bontoala,Makassar
WARKOP SAHABUDDIN/ACO,4.7,50,Cafe,-5.1226661,119.4201613,"Jalan Tinumbu, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Layang,Bontoala,Makassar
Tradisi kopi,5.0,1,Coffee shop,-5.1581488,119.4363058,"Badan Sertifikasi Keselamatan dan Kesehatan Kerja Daerah, Jalan Andi Pangeran Pettarani, Cilallang, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Buakana,Rappocini,Makassar
Mahkota Makassar,5.0,5,Coffee wholesaler,-5.1331137,119.4270531,"Jalan Mesjid Raya, Tompo Balang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90151, Indonesia",Tompo Balang,Bontoala,Makassar
KOPI KHASTA,4.7,82,Restaurant,-5.1351039,119.448147,"Jalan Inspeksi Canal Pampang, Pampang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90232, Indonesia",Pampang,Panakkukang,Makassar
Kopi Dg. Sija Mapala Satu Sembilan,4.8,32,Cafe,-5.1681785,119.437697,"Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Tidung,Rappocini,Makassar
Kopi Mojaa,5.0,1,Coffee shop,-5.1367865,119.4433773,"Pampang, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Pampang,Panakkukang,Makassar
Umbra Coffee & Roastery,4.7,266,Coffee shop,-5.1563994,119.4210322,"Jalan Tupai, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mandala,Mamajang,Makassar
Skena Coffee,4.7,180,Coffee shop,-5.1487837,119.4146447,"Jalan Andi Mappanyukki, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Kunjung Mae,Mariso,Makassar
Aming Coffee Makasar,4.8,296,Coffee shop,-5.1486737,119.414617,"Jalan Andi Mappanyukki, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Kunjung Mae,Mariso,Makassar
Anomali Coffee Ratulangi,4.5,1636,Coffee shop,-5.1581398,119.4164025,"warkop poenham, Jalan Sam Ratulangi, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Eskopi Monginsidi,4.9,200,Coffee shop,-5.1484951,119.4228794,"Jalan Monginsidi, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya Baru,Makassar,Makassar
The hills coffee,4.1,232,Coffee shop,-5.1562683,119.4219439,"Jalan Serigala, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mandala,Mamajang,Makassar
Kopi Konnichiwa - Singa,4.8,232,Coffee shop,-5.1587126,119.4190489,"Jalan Singa, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Kopi Kenangan - Ruko Monginsidi Makassar,4.7,133,Coffee shop,-5.1483485,119.4192213,"Haji La Tunrung, Jalan Monginsidi, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya Baru,Makassar,Makassar
Kapakata Coffee Roaster,4.9,47,Cafe,-5.1461227,119.4178534,"Jalan G. Batu Putih Lorong 1, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Maricaya Baru,Makassar,Makassar
Eunoia Coffee,4.8,42,Coffee shop,-5.1463569,119.4198763,"Jalan Kijang, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya Baru,Makassar,Makassar
Warkop KO HENG,4.6,735,Coffee shop,-5.1423791,119.4212853,"Parahita Diagnostic Center, Jalan G. Latimojong, Maradekaya, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",Maradekaya,Makassar,Makassar
La Buana Cafe & Resto,4.1,1090,Coffee shop,-5.1352819,119.4327144,"Jalan Kompleks Perindustrian, Maccini, Makassar, Sulawesi Selatan, Sulawesi, 90152, Indonesia",Maccini,Makassar,Makassar
BOHO KOPI,4.4,49,Coffee shop,-5.1464322,119.4219597,"RSIA ELIM MAKASSAR, Jalan S. Saddang Lama, Pisang Selatan, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Pisang Selatan,Makassar,Makassar
Pyur For You Coffee,4.7,68,Coffee shop,-5.1564371,119.4226852,"Kantor Pos Mamajang, Jalan Onta Baru, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mandala,Mamajang,Makassar
Suhu Kopi Makassar,4.6,26,Coffee shop,-5.1435721,119.4213723,"Klinik Buah Hatiku, Jalan G. Latimojong, Maradekaya, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",Maradekaya,Makassar,Makassar
Cocospace Cafe,4.9,796,Cafe,-5.1518531,119.4202939,"Barts Goods (@barts.goods), No. 25b, Jalan Lanto Daeng Pasewang, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Maricaya,Makassar,Makassar
LaMierra Coffee and records,4.9,35,Coffee shop,-5.1501327,119.4212447,"Jalan Domba, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya,Makassar,Makassar
Stone House Cafe & Co Working Space,4.3,104,Coffee shop,-5.1470257,119.420449,"Jalan G. Batu Putih, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya Baru,Makassar,Makassar
KOPITIAM MAKASSAR - HAJI BAU,4.6,805,Cafe,-5.1487725,119.412826,"Jalan Opu Daeng Risadju, Kunjung Mae, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Kunjung Mae,Mariso,Makassar
Saruga Kopitiam,4.9,18,Coffee shop,-5.1485855,119.4222243,"Jalan Gajah, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya,Makassar,Makassar
Kedai Innong,4.5,1380,Coffee shop,-5.132407,119.406228,"Jalan Riburane, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar
PENANG COFFEE,4.6,14,Coffee shop,-5.1375628,119.4201612,"Jalan Gunung Latimojong, Lariang Bangi, Makassar, Sulawesi Selatan, Sulawesi, 90154, Indonesia",Lariang Bangi,Makassar,Makassar
Kedai Lawas Monginsidi,4.9,746,Coffee shop,-5.1487871,119.4234052,"Jalan Monginsidi, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya Baru,Makassar,Makassar
Disini Kopi Makassar,4.6,17,Coffee shop,-5.159082,119.4203243,"Sd Muhammadiyah, Jalan Singa, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Arma Cafe,4.4,377,Coffee shop,-5.1637899,119.4235217,"Alfamart, Jalan Andi Djemma, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
BRANDA KOPI,4.8,48,Coffee shop,-5.1562406,119.422155,"Jalan Onta Baru, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mandala,Mamajang,Makassar
EIGHTEEN Eatery,4.7,406,Asian,-5.15163,119.4216345,"Jalan Rusa, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya,Makassar,Makassar
KOPI OM BROTO,4.7,45,Coffee shop,-5.1495961,119.4218196,"Jalan Rusa, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya,Makassar,Makassar
MCH Merapi,4.2,162,Coffee shop,-5.1463383,119.4178804,"Jalan G. Batu Putih Lorong 1, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Maricaya Baru,Makassar,Makassar
Sana Sini Kopi,4.6,58,Coffee shop,-5.1403591,119.4287012,"Jalan Kerung-Kerung lr. 12, Bara-Baraya Utara, Makassar, Sulawesi Selatan, Sulawesi, 90143, Indonesia",Bara-Baraya Utara,Makassar,Makassar
Fur Coffee,4.6,28,Coffee shop,-5.1602806,119.421027,"Jalan Serigala Lorong 9, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
Kopirong Coffee Roaster,4.9,89,Coffee store,-5.1663892,119.418959,"Jalan Andi Mappaodang, Bonto Kamase, Parang, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Parang,Mamajang,Makassar
Lidi Kopi,4.5,154,Coffee shop,-5.1506087,119.421881,"Klinik Waras, Jalan Rusa, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya,Makassar,Makassar
ARNUM Warung Kopi,4.7,308,Coffee shop,-5.1562167,119.4210161,"Jalan Tupai, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mandala,Mamajang,Makassar
Point Coffee,4.6,33,Coffee shop,-5.1378976,119.420473,"Jalan G. Latimojong, Lariang Bangi, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",Lariang Bangi,Makassar,Makassar
Uncle Jo Coffee & Bike,4.7,46,Coffee shop,-5.1371029,119.420867,"Lariang Bangi, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",Lariang Bangi,Makassar,Makassar
Point Coffee,4.2,23,Coffee shop,-5.1453285,119.4147449,"Jalan Karunrung, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Sawerigading,Ujung Pandang,Makassar
Kiyan Space,4.9,60,Coffee shop,-5.1492338,119.4188021,"Jalan Pelanduk, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Maricaya,Makassar,Makassar
Miraza Coffee Roasters,4.5,64,Coffee shop,-5.1570846,119.439595,"Miraza Homestay, Pengayoman Blok F-11, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Masale,Panakkukang,Makassar
RECAP COFFEE,5.0,14,Coffee shop,-5.1468713,119.4240341,"FIF Group, 2, Jalan Sungai Walanae, Maricaya Baru, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya Baru,Makassar,Makassar
Djournal Coffee - Trans Studio Makassar,4.9,371,Coffee shop,-5.1592092,119.3942765,"my Kopi O!, Jalan Metro Tanjung Bunga, Maccini Sombala, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90134, Indonesia",Maccini Sombala,Tamalate,Makassar
Kedai Kopi 147,4.6,57,Coffee shop,-5.1581635,119.4170083,"Rumah Makan Ratulangi, Jalan Singa, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Target Coffee Bar And Kitchen,4.5,176,Coffee shop,-5.149921,119.4347572,"Jalan Pelita Raya, Ballaparang, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Ballaparang,Rappocini,Makassar
Warung Kopi Phoenam Ratulangi,4.4,293,Coffee shop,-5.1576569,119.416314,"Bank Syraih Bukopin, Jalan Sam Ratulangi, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Kopi Nyonya,4.8,40,Coffee shop,-5.1570866,119.4237189,"Jalan Veteran Selatan, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Mandala,Mamajang,Makassar
KEDAI KOPI GUNSSING,4.8,17,Coffee shop,-5.1377978,119.4211024,"Jalan Bulu Dua, Lariang Bangi, Makassar, Sulawesi Selatan, Sulawesi, 90145, Indonesia",Lariang Bangi,Makassar,Makassar
Kedai 168 Makassar,4.5,275,Coffee shop,-5.1610646,119.4532471,"Jalan Toddopuli Raya, Kompleks Pertokoan Toddoppuli Panakkukang Mas, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Paropo,Panakkukang,Makassar
The Lokal Makassar,4.3,186,Coffee shop,-5.1499123,119.4196565,"Jalan Domba, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maricaya,Makassar,Makassar
Canteng Mok,4.7,62,Coffee shop,-5.148703,119.419942,"Kantor Lurah Maricaya, Jalan Kijang, Maricaya, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Maricaya,Makassar,Makassar
Ara Kopi,4.8,19,Cafe,-5.1465759,119.4244527,"Jalan Sungai Saddang Lama, Maradekaya Selatan, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Maradekaya Selatan,Makassar,Makassar
Kopi titik senja,4.9,27,Coffee shop,-5.1519449,119.4106056,"Jalan Rajawali, Panambungan, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Panambungan,Mariso,Makassar
KOPITIAM MAKASSAR - AMANAGAPPA,4.7,158,Indonesian,-5.1371378,119.4109717,"Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90115, Indonesia",Baru,Ujung Pandang,Makassar
Jae Coffee Social Space,4.8,74,Coffee shop,-5.1629954,119.4220192,"Jalan Andi Djemma, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
Eksposed 1.0 Coffee & Eatery,4.5,323,Coffee shop,-5.1581185,119.4177902,"Jalan Singa, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
WIRSKOPI 2.0,4.5,180,Coffee shop,-5.1602154,119.4185717,"Jalan Landak 1, Labuang Baji, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Labuang Baji,Mamajang,Makassar
Fifteen Coffee and Eatery,4.8,31,Cafe,-5.1634897,119.4158522,"Parang, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Parang,Mamajang,Makassar
Warung Kopi Permata,4.5,182,Coffee shop,-5.1608844,119.4222215,"Istana Mobil, 349, Jalan Veteran Selatan, Mamajang Dalam, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Mamajang Dalam,Makassar,Makassar
Senara Coffee & Kitchen,4.7,44,Art cafe,-5.1558253,119.4189676,"Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar
POJI KOPI,5.0,47,Coffee shop,-5.1634398,119.4204222,"Jalan Serigala, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
Nine Kopitiam,4.4,74,Coffee shop,-5.1667663,119.4119919,"Jalan Opu Daeng Risadju, Baji Mappakasunggu, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Baji Mappakasunggu,Mamajang,Makassar
dari kopi,4.4,112,Coffee shop,-5.1639458,119.4160058,"Parang, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Parang,Mamajang,Makassar
Rumah Kopi Maraja,4.5,60,Coffee shop,-5.1571504,119.423397,"Jalan Veteran Selatan, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Mandala,Mamajang,Makassar
TEMU KOPI SERIGALA,4.6,31,Coffee shop,-5.161326,119.420921,"Pandora Board Game, 94, Jalan Serigala, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
ATAP HIJAU MAKASSAR,4.8,35,Coffee shop,-5.1601749,119.4192755,"Jalan Macan, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Maudykopi serigala,4.5,24,Coffee shop,-5.1613431,119.4209742,"Pandora Board Game, 94, Jalan Serigala, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
My Kopi O! Ratu Indah Mall,4.4,257,Coffee shop,-5.1532589,119.417407,"Jalan Mawas, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar
Garasi Cafe & Resto,4.5,98,Cafe,-5.1534719,119.4200286,"Jalan Amirullah, Maricaya Selatan, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Maricaya Selatan,Mamajang,Makassar
12 am coffee time,5.0,30,Coffee shop,-5.1683299,119.4333578,"Pasca Sarjana UNM, Jalan Andi Pangeran Pettarani, Banta-Bantaeng, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Banta-Bantaeng,Rappocini,Makassar
"Fore Coffee - Mall Ratu Indah, Makassar",3.9,67,Coffee shop,-5.1534993,119.4174744,"Jalan Mawas, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar
KOPI MERDEKA,5.0,2,Coffee shop,-5.1609991,119.4210578,"Pandora Board Game, 94, Jalan Serigala, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
Kopikost Andi Djemma,4.5,43,Coffee shop,-5.1631856,119.4219835,"Bonto Lebang, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Lebang,Mamajang,Makassar
Kopi Geak,4.9,40,Coffee shop,-5.158244,119.4201356,"Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Reussi Coffee,5.0,20,Coffee shop,-5.1603732,119.4200991,"Jalan Macan, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Storiamo,5.0,13,Coffee shop,-5.1605784,119.419962,"Labuang Baji, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Labuang Baji,Mamajang,Makassar
Warkop Sija Beruang,4.6,479,Coffee shop,-5.159091,119.4196594,"Jalan Tupai XII, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
KEDAIKOPI 69,4.5,32,Coffee shop,-5.1570392,119.4196231,"Jalan Onta Lama, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar
RAMU SPACE COFFEE & DONUT,4.0,46,Art cafe,-5.1642002,119.4191845,"BURGERAX Makassar (Tupai), Jalan Tupai, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
Warkop Dg. Udjang,4.6,68,Coffee shop,-5.1571932,119.4206991,"Jalan Onta Lama, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar
Warkop 52,4.7,438,Coffee shop,-5.1567647,119.4186954,"Jalan Badak, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Bonto Biraeng,Mamajang,Makassar
Rums Cafe,4.9,21,Coffee shop,-5.157342,119.4205814,"Jalan Tupai, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Cafe 45,4.6,19,Coffee shop,-5.1580682,119.4177932,"Jalan Kancil Utara, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Bonto Biraeng,Mamajang,Makassar
Kedai Kopi Karyo,5.0,9,Coffee shop,-5.158295,119.4182444,"Jalan Singa, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
SUDUT KOPI,5.0,1,Coffee shop,-5.1537039,119.4183752,"Jalan Mawas, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar
Kedai Kopi Lakuna,5.0,3,Coffee shop,-5.1614595,119.4209386,"Pandora Board Game, 94, Jalan Serigala, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
KOPI JAIM,5.0,1,Coffee store,-5.1560204,119.4216924,"Jalan Onta Baru, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mandala,Mamajang,Makassar
Seruput Rempah,4.7,174,Coffee shop,-5.1601683,119.4192762,"Jalan Macan, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
Nolimit Coffee Tupai,4.9,15,Coffee shop,-5.1611446,119.4202559,"Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar
Kopi Karyo,5.0,12,Coffee shop,-5.1593836,119.4185405,"Jalan Badak, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar
TOKO KOPI XAKA,5.0,4,Coffee shop,-5.1723772,119.4111771,"Lorong III, Baji Mappakasunggu, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Baji Mappakasunggu,Mamajang,Makassar
Chatime,4.9,425,Coffee shop,-5.1526071,119.4177533,"Mall Ratu Indah, Jalan Sam Ratulangi, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar
